name,price,status,shipping,free_returns,items_sold
Dell Precision 3560 15.6” FHD Laptop Core i7 16GB RAM 512GB SSD Windows 11 Pro,45142,Dell,0,True,
"2026 Lenovo IdeaPad Laptop 15.6"" 1-Yr MS 365 Intel Dual-Core 12GB RAM 384GB SSD",32900,128 GB,0,True,
"Dell Latitude 14"" FHD Laptop Quad-Core i7 4.2GHz 16GB RAM 256GB SSD Windows 11",25562,Dell,0,True,194
Dell Latitude 7340 13.3” FHD Laptop Core i5 4.7GHz 16GB RAM 128GB SSD Win 11 Pro,31999,Dell,0,True,91
"Windows Vista Home P 64 Bit 14"" - 15.6"" Laptop Notebook PC Computer DVDR WIFI",7999,120 GB,2500,False,61
Dell Latitude 5590 Laptop 15.6” FHD Core i7 16GB RAM 256GB SSD Windows 11 HDMI,31172,Dell,0,True,216
"Gateway 14"" Chromebook 314 4GB RAM 128GB SSD Intel Celeron N4500 UHD Refurbished",8999,128 GB,0,True,200
Dell 16 Plus DB16250 16 Silver FHD 3.3 GHz Ultra 9 288V 32GB 1TB SSD Ob A,67500,1 TB,0,False,
2026 Dell Laptop 16 FHD+Touch 10-Core Intel 5 120U Upto 64GB RAM 2TB SSD Backlit,47900,Brand New,0,True,
"2026 15.6 inch Laptop 16GB+512GB Windows 11 Computers  WiFi, Bluetooth, Type-C",22900,Brand New,0,True,
"HP EliteBook 845 G10 14"" Laptop, Ryzen 5 Pro 7, 16GB, 512GB SSD, Win11 Pro",39999,512 GB,0,True,
"Lenovo IdeaPad Slim 3x 15.3"" Touch Snapdragon X 16GB 1TB SSD GRAY 83N30010US",39900,Lenovo,0,True,
"Dell Latitude 3190 2 in 1 11.6"" Intel N5030 @1.10GHz 4GB 128GB SSD ***",6700,128 GB,0,False,162
"Acer Nitro V 15 15.6"" Laptop i5-13420H 16GB RAM 512GB SSD RTX 5050 Refurbished",64999,Acer,0,True,16
"ACEMAGIC 15.6"" Laptop Intel 12th Alder Lake N95 16GB RAM 512GB WIFI5 Windows 11",17900,Acemagic,0,True,16
2026 Lenovo IdeaPad Laptop Intel Processor 15.6 Upto 20GB RAM 1TB SSD Office 365,24900,Brand New,0,True,
Dell Latitude 5440 Laptop 14” FHD Core i5 13th Gen 16GB RAM 256GB SSD Win 11 Pro,38488,Dell,0,True,
"Dell Latitude 14"" Laptop PC Intel i5 Quad-Core 16GB RAM 256GB SSD Windows 11",21555,256 GB,0,True,106
"Microsoft Surface Laptop 3, 13.5"" Touch, Intel i7, 16GB RAM, 256GB SSD - Black",30999,Microsoft,0,True,154
CLEARANCE~ 11.6 HP Pro Fortis G9 Laptop PC: TouchScreen! Webcam! Windows 11 Pro!,11995,1 TB,0,True,15
"Dell Latitude 7390 13.3"" Touch 2-in-1 Laptop Core i7 16GB RAM 512GB SSD Win 11",30374,Dell,0,True,192
"Dell 14"" FHD Laptop Intel Quad Core i7 4.20GHz 32GB RAM 2TB SSD Windows 11 Pro",24899,Good - Refurbished,0,True,
ASUS - Zenbook S 16 163K OLED Touch Screen Laptop - Copilot+ PC - AMD Ryzen...,149999,ASUS,0,False,291
"Dell Latitude 5420 14 inch Laptop, Intel Core i7, 16GB RAM, 256GB SSD, Win11 Pro",29100,Dell,0,True,
"Lenovo ThinkPad T480 20L51 14"" -  i5-8250U CPU 8GB RAM256GB SSDWIN11 P - 95087",15500,Lenovo,0,False,
"Acer Aspire 14 AI Laptop 14"" WUXGA IPS Intel Core Ultra 7+ARC 16GB RAM 1TB SSD",52999,1 TB,0,True,
New ListingHP Elitebook 840 G5 Core i5-7300U 2.6GHZ 16GB 256GB SSD WCam WiFi W11 & Cord,13000,256 GB,,False,
"Dell Latitude 3120 2-in-1 Laptop 11.6"" Pentium N6000 @1.1GHz 8GB RAM 256GB SSD",10800,256 GB,0,False,128
"Acer Aspire 5 15.6"" Laptop FHD Core i7 16GB RAM 512GB SSD Iris Xe Refurbished",42999,Acer,0,True,23
"Dell Chromebook 3100 (11.6"", Intel Celeron, 4GB RAM, 16GB, ChromeOS)  NO Charger",2599,Dell,0,False,917
Dell Latitude 7400 Laptop 14” FHD Intel Core i7 16GB RAM 256GB SSD Win 11 Pro,28237,Dell,0,True,112
Dell Latitude 5410 Laptop 14” FHD Core i7 16GB RAM 512GB SSD Windows 11 Pro HDMI,32326,Dell,0,True,198
"Dell Latitude 7300 13.3"" Business Laptop Core i5 8GB RAM 256GB SSD Windows 11",19596,Dell,0,True,64
"Dell Latitude 7420 14"" i7-1165G7 16GB 512GB SSD FHD Win11 Pro Backlit Keyboard",37999,512 GB,0,True,
Acer Chromebook 514 14 NB FHD Intel i3-N305 8GB RAM 512GB SSD Refurbished,19999,Acer,0,True,1151
"New ListingHP Elitebook 840 G6 Core i5-8365U @1.60GHz, 16GB , 256GB SSD,  WCam Win 11 Cord",14000,256 GB,,False,
"HP X360 G2 EE 11"" Laptop Windows 11 Pro Touch Screen 2 in 1  Bundle Gift Set",8500,32 GB,0,False,477
"Lenovo Thinkpad T480 14"" Laptop Intel Core i5-8350U 8GB RAM 256GB SSD W11P",23999,Lenovo,0,True,23
"HP EliteBook 840 G7 14"" 512GB i5-10310U WIN11P, Silver",27500,512 GB,0,True,155
Cyber Special - Dell Latitude 5520 Laptop - 2.6 GHz i5-1145G7 16GB 512GB - Touch,24800,Dell,0,True,747
2026 Lenovo Business Laptop 15.6 8-Core Ryzen 7 Upto 40GB RAM 2TB SSD Office Pro,47900,Brand New,0,True,
"2026 ASUS Vivobook Laptop 16"" Intel Core i7 5.0GHz 16GB RAM 512GB SSD Pro+Office",59900,512 GB,0,True,
"ACEMAGIC 16.1"" FHD Laptop AMD Ryzen 7 5700U 16GB DDR4 512GB 5G [Refurbished]",31999,Acemagic,0,True,145
"HP Elitebook 840 G7 i5-10310U 1.7GHZ  16GB, 256GB, WCam, WiFi, Win 11 Cord",17500,256 GB,,False,10
Dell Latitude 5520 15.6” Core i7-1185G7 32GB 1TB SSD Win 11 Pro Touchscreen,54500,Dell,0,True,
"2025 Acer Aspire 5 14"" Laptop Quad-Core Intel i5 12GB RAM 512GB SSD Office 2024",39900,512 GB,0,True,9
Dell Latitude Laptop Light Gaming PC Core i7 16GB RAM 512GB SSD Windows 11 Pro,32333,Dell,0,True,2393
"NIMO 15.6"" FHD Ryzen 5 32GB RAM 1TB SSD Fingerprint Backlit Win11 Laptop",20000,532 GB,0,False,
"HP ProBook x360 11 G1 11.6"" TouchScreen Notebook PC 4GB 128GB SSD Windows 10 Pro",7800,128 GB,0,False,1117
HP ChromeBook 11 G5 Laptop TouchScreen With Windows 11 Pro Birthday Gift Set,9000,16 GB,0,False,
"Dell LATITUDE 3310 13.3 8th Gen Intel i5-8265U @ 1.60GHz, 8GB RAM 256GB Win 11P",14000,256 GB,0,True,251
"HP 11"" X360 G1 EE 2-in-1 Laptop Windows 11 Pro Touch Screen 2in1 Christmas",8500,32 GB,0,False,84
"Lenovo V15 G4 15.6"" FHD Laptop Ryzen 3 7330U 16GB/256GB Win11 Home 83CR001UUSG4",27899,Lenovo,0,True,35
"Dell Latitude 5480 Laptop 2.6 GHz i5-7300u 8GB 256GB SSD Webcam Wi-Fi 14"" Win 10",12999,256 GB,0,True,245
Dell 3100 2-in-1 Touchscreen Laptop Windows 11 Installed Thanks Giving Gift Set,9000,32 GB,0,False,119
"Dell Latitude 3190 2-in-1 11.6"" Pentium N5030 8GB RAM 128GB SSD Windows 11 Pro",9295,128 GB,0,False,431
Touchscreen Dell Latitude 7430 Windows 11 Laptop (Intel i7 12th / 32GB / 512GB),36999,512 GB,0,True,11
Touchscreen Dell Latitude 7420 Windows 11 Laptop (Intel i7 11th / 16GB / 512GB),25999,512 GB,0,True,18
Laptop Dell Latitude E7470 14 Core i5-6300U 8GB RAM,8000,Dell,0,False,
17.3 Laptop 16GB RAM 512GB SSD Intel Celeron N5095 Backlit KB Win11 Pro(Used),16999,512 GB,0,True,
Dell Precision 3560 Laptop 15.6” FHD Core i7 11th Gen 16GB RAM 256GB SSD Win 11,41152,Dell,0,True,86
"2026 Lenovo IdeaPad Laptop Notebook 14"" Intel Processor Up to 20GB RAM & 1TB SSD",27900,Brand New,0,True,
"2026 Newest HP Laptop 14"" Quad-Core Intel Processor Up to 16GB RAM 628GB Storage",29900,Brand New,0,True,
"2026 ASUS Vivobook Laptop 16"" Intel Core i7 5.0GHz 16GB RAM 512GB SSD Pro+Office",59900,512 GB,0,True,
Dell Precision 3560 Laptop 15.6” FHD Core i7 11th Gen 16GB RAM 256GB SSD Win 11,41152,Dell,0,True,86
"2026 Lenovo IdeaPad Laptop Notebook 14"" Intel Processor Up to 20GB RAM & 1TB SSD",27900,Brand New,0,True,
"HP 11"" X360 G1 EE 2-in-1 Laptop Windows 11 Pro Touch Screen 2in1 Christmas",8500,32 GB,0,False,84
"15.6"" HP 6560/70b Series Laptop Windows 7 64 Bit i3 2ghz 4gb 250gb Serial Port",12499,250 GB,1975,True,
"Lenovo ThinkPad L14 Gen 4 14"" Ryzen 5 Pro 7530U 2.0GHz 256GB SSD 32GB RAM",31000,Lenovo,0,False,
"Acer Aspire Go 15.3"" Laptop 8GB RAM 256GB SSD Intel i5 UHD AG15-51P Refurbished",27699,Acer,0,True,304
HP ChromeBook 11 G5 Laptop TouchScreen With Windows 11 Pro Birthday Gift Set,9000,16 GB,0,False,
"LENOVO THINKPAD X13 GEN 2 13"" i7-1185G7 3.0GHz 16GB 256GB--GRADE D",17499,Lenovo,0,True,249
17.3 Laptop 16GB RAM 512GB SSD Intel Celeron N5095 Backlit KB Win11 Pro(Used),16999,512 GB,0,True,
Acer 14 CB3-431 4GB RAM 32GB eMMC Windows 11 Installed Laptop Birthday Gift Set,8000,32 GB,0,False,
"HP - 17.3"" Full HD Laptop - AMD Ryzen 5 7520U 2023 - 8GB Memory - 512GB SSD -...",62999,HP,0,False,734
"2026 HP Laptop 15.6"" Office 2024 8-Core AMD Ryzen 7 Up to 64GB RAM & 2TB SSD Pro",44900,Brand New,0,True,
"2026 ASUS Laptop Vivobook 16"" 13 Gen Intel i7 Up to 40GB RAM 2TB SSD Win 11 Pro",47900,Brand New,0,True,
"Dell 5520 15.6"" Touch Light Gaming Laptop Intel Core i5 4.40GHz 64GB RAM 2TB SSD",29899,Excellent - Refurbished,0,True,
"Dell Chromebook 11 3189 P26T 11.6"" Touch Celeron N3060 1.60GHz 4GB 16GB w/AC Adp",3989,Dell,0,False,
"Lenovo Thinkpad X250 12.5"" LCD | i7 5600u 2.6GHz | 16GB | 240GB SSD | Win 11 GB",10880,240 GB,0,True,80
"New ListingDell Latitude 3190 2-In-1 11"" Intel Celeron N4100 4 GB RAM 128GSSD W11P/Office",5900,128 GB,1000,False,
"Dell Latitude 5520 Laptop - 2.6 GHz i5-1145G7 16GB 512GB 15.6"" Touchscreen - SP",23800,Dell,0,True,195
"Dell Inspiron 15 15.6"" FHD Touch  AMD Ryzen 7 7730U, 16GB 512GB SSD,Win11 Laptop",34999,512 GB,0,True,
"Dell Latitude 5430 i5-1245U 2.5GHz 16.0GB RAM 512GB SSD WIN 11 PRO 14"" Laptop",19999,Dell,0,False,
"Dell Latitude 5430 i5-1245U 2.50GHz 16GB RAM 512GB SSD 14"" Windows 11 Pro Laptop",20999,Dell,0,False,
"Lenovo ThinkPad T14s 14"" Intel i7 4.8GHz 32GB 512GB SSD Win11",36999,Lenovo,0,True,61
New ListingDELL G5 5587 | CORE I5-8300H 2.30GHZ | 128GB + 1TB | 8GB | WINDOWS 11 | GTX 1060,21977,Dell,1775,False,
"Dell Chromebook 3100 2 IN 1 11.6"", Intel Celeron,4GB,16GB, ChromeOS TOUCH SCREEN",3599,16 GB,0,False,52
"Dell Latitude 5410 14"" (i5-10210u - 8GB RAM - 256GB SSD - Win11Home)**",14997,Dell,0,True,
"Dell Chromebook 11 3180 11.6"" Intel 1.6GHz 4GB 16GB SSD Laptop , w charger. S3",2999,16 GB,0,False,
"2026 HP Laptop Computer 15.6"" Touch 10-Core Intel i5 Up 64GB RAM 2TB SSD Win Pro",47900,Brand New,0,True,
